CODIGO,NUMERO,REFERENCIA,CANTIDADCOMPRA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,PRODUCTO,DAY,MONTH,YEAR,MONTH_YEAR,DAY_MONTH_YEAR,MONTH_NAME,TIPOCOMPRA_Compra menor,TIPOCOMPRA_Concurso,TGL_ALMACENABLE,TGL_TRANSITO,REGION,HOSPITAL,DEPARTMENT,PUR_CLUSTER,HOSP_CLUSTER
5,1385402/22,40,10,5,12.1,24.2,APOSITO DE HIDROFIBRA  / CINTA-18,14,11,22,1122,141122,11-November,1,0,0,1,0,14,53,3,0
11,1386594/22,34,3200,640,73.92,369.6,APÓSITO ABSORBENTE C/ ADHESIVO-22,14,11,22,1122,141122,11-November,1,0,1,0,0,18,1,0,1
17,1388219/22,31,100,10,13.959,139.59,APOSITO DE ESPUMA POLIURETANO-8,14,11,22,1122,141122,11-November,0,1,1,0,0,0,2,2,1
25,1386301/22,11,80,80,429.44,429.44,APOSITO DE FIBRAS DE POLIACRILATO-3,14,11,22,1122,141122,11-November,1,0,1,0,0,4,1,1,1
26,1386311/22,10,200,10,34.98,699.6,APOSITO MALLADO C/ PARAFINA-39,14,11,22,1122,141122,11-November,1,0,1,0,0,10,1,1,1
27,1386298/22,47,510,10,18.59,948.09,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,14,11,22,1122,141122,11-November,0,1,1,0,0,10,1,2,1
32,1386368/22,66,370,10,57.199643,2116.386791,APOSITO C/ CARBON Y PLATA-4,14,11,22,1122,141122,11-November,0,1,1,0,0,10,1,2,1
33,1384245/22,50,12,12,77.88,77.88,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,14,11,22,1122,141122,11-November,1,0,0,1,0,18,62,3,0
34,1388219/22,29,140,10,27.280155,381.92217,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,14,11,22,1122,141122,11-November,0,1,1,0,0,0,2,2,1
34,1386023/22,29,700,10,27.280155,1909.61085,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,14,11,22,1122,141122,11-November,0,1,1,0,0,10,1,2,1
34,1386035/22,29,50,10,27.280155,136.400775,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,14,11,22,1122,141122,11-November,0,1,1,0,0,18,1,2,1
37,1385285/22,16,150,10,62.59,938.85,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,14,11,22,1122,141122,11-November,1,0,0,1,0,14,53,3,0
1,956727/15,38,20,10,102.803729,205.607458,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,14,12,15,1215,141215,12-December,1,0,1,0,0,4,1,1,1
4,957227/15,22,100,50,441.639,883.278,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,14,12,15,1215,141215,12-December,1,0,1,0,0,0,2,1,1
5,955706/15,40,40,5,12.1,96.8,APOSITO DE HIDROFIBRA  / CINTA-18,14,12,15,1215,141215,12-December,1,0,0,1,0,11,153,3,0
15,957094/15,37,100,5,5.24537,104.9074,HIDROGEL-37,14,12,15,1215,141215,12-December,1,0,1,0,0,0,2,1,1
20,957094/15,32,537,3,1.8513,331.3827,APOSITO DE HIDROCOLOIDE-9,14,12,15,1215,141215,12-December,1,0,1,0,0,0,2,1,1
26,957193/15,10,300,10,35.2,1056.0,APOSITO MALLADO C/ PARAFINA-39,14,12,15,1215,141215,12-December,1,0,1,0,0,18,1,1,1
27,957124/15,47,100,10,20.9,209.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,14,12,15,1215,141215,12-December,1,0,1,0,0,0,2,1,1
28,1133785/16,8,330,5,32.78,2163.48,APOSITO DE HIDROCOLOIDE C/ PLATA-5,14,12,16,1216,141216,12-December,1,0,0,0,0,14,32,1,1
23,973728/17,27,300,5,6.599996,395.99976,APOSITO DE HIDROCOLOIDE-3,14,12,17,1217,141217,12-December,0,1,1,0,0,10,1,2,1
28,973926/17,8,10,5,32.78,65.56,APOSITO DE HIDROCOLOIDE C/ PLATA-5,14,12,17,1217,141217,12-December,1,0,0,0,0,12,146,3,0
24,973728/17,26,700,10,5.3416,373.912,APOSITO DE HIDROCOLOIDE-6,14,12,17,1217,141217,12-December,0,1,1,0,0,10,1,2,1
25,973903/17,11,300,10,53.888999,1616.66997,APOSITO DE FIBRAS DE POLIACRILATO-3,14,12,17,1217,141217,12-December,0,1,1,0,0,10,1,2,1
0,1202723/18,39,10,1,9.9,99.0,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,14,12,18,1218,141218,12-December,1,0,0,1,0,18,105,3,0
1,1204251/18,38,110,10,102.802,1130.822,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,14,12,18,1218,141218,12-December,1,0,1,0,0,10,1,1,1
14,1204607/18,19,300,300,792.0,792.0,APOSITO C/ CARBON Y PLATA-6,14,12,18,1218,141218,12-December,1,0,1,0,0,0,2,1,1
18,1205449/18,9,170,10,17.259,293.403,APOSITO MALLADO C/ PARAFINA-38,14,12,18,1218,141218,12-December,0,1,1,0,0,18,1,2,1
21,1205443/18,21,4000,1000,10.461204,41.844816,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,14,12,18,1218,141218,12-December,1,0,1,0,0,18,1,0,1
26,1204742/18,10,300,10,35.189001,1055.67003,APOSITO MALLADO C/ PARAFINA-39,14,12,18,1218,141218,12-December,0,1,1,0,0,10,1,2,1
27,1204563/18,47,100,10,20.9,209.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,14,12,18,1218,141218,12-December,1,0,1,0,0,0,2,1,1
32,1205421/18,66,160,10,61.40211,982.43376,APOSITO C/ CARBON Y PLATA-4,14,12,18,1218,141218,12-December,0,1,1,0,0,18,1,2,1
34,1204558/18,29,50,10,28.16,140.8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,14,12,18,1218,141218,12-December,1,0,1,0,0,0,2,1,1
35,1204558/18,28,30,10,21.23,63.69,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,14,12,18,1218,141218,12-December,1,0,1,0,0,0,2,1,1
36,1204757/18,15,30,10,47.3,141.9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,14,12,18,1218,141218,12-December,1,0,1,0,0,0,2,1,1
1,1334072/20,38,100,10,102.802,1028.02,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,14,12,20,1220,141220,12-December,1,0,1,0,0,0,2,1,1
1,1329716/20,38,100,10,102.802,1028.02,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,14,12,20,1220,141220,12-December,1,0,1,0,0,10,1,1,1
4,1330197/20,22,50,50,330.004125,330.004125,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,14,12,20,1220,141220,12-December,0,1,1,0,0,0,2,2,1
7,1330401/20,45,100,100,527.9985,527.9985,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,14,12,20,1220,141220,12-December,0,1,1,0,0,0,2,2,1
9,1330209/20,51,1200,100,9.900001,118.800012,APÓSITO TRANSPARENTE ADHESIVO-24,14,12,20,1220,141220,12-December,0,1,1,0,0,0,2,2,1
5,1330914/20,40,40,5,12.1,96.8,APOSITO DE HIDROFIBRA  / CINTA-18,14,12,20,1220,141220,12-December,1,0,0,1,0,11,153,3,0
27,1330771/20,47,150,10,18.59,278.85,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,14,12,20,1220,141220,12-December,0,1,1,0,0,10,1,2,1
28,1330915/20,7,10,10,65.56,65.56,APOSITO DE HIDROCOLOIDE C/ PLATA-5,14,12,20,1220,141220,12-December,1,0,0,0,0,11,153,3,0
4,1261700/21,22,200,50,330.004125,1320.0165,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,14,12,21,1221,141221,12-December,0,1,1,0,0,18,1,2,1
31,1261266/21,17,140,5,11.99,335.72,APOSITO DE HIDROCOLOIDE-7,14,12,21,1221,141221,12-December,0,1,1,0,0,18,1,2,1
42,1262964/21,62,10,5,440.0,880.0,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,14,12,21,1221,141221,12-December,1,0,0,1,0,1,150,3,0
11,1261322/21,3,3300,300,27.588,303.468,APÓSITO ABSORBENTE C/ ADHESIVO-22,14,12,21,1221,141221,12-December,0,1,1,0,0,18,1,0,1
18,1261634/21,9,140,10,15.345,214.83,APOSITO MALLADO C/ PARAFINA-38,14,12,21,1221,141221,12-December,0,1,1,0,0,10,1,2,1
27,1261270/21,47,300,10,18.59,557.7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,14,12,21,1221,141221,12-December,0,1,1,0,0,10,1,2,1
39,1263020/21,44,20,10,543.84,1087.68,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,14,12,21,1221,141221,12-December,1,0,0,1,0,11,113,3,0
1,1535512/22,38,210,10,134.431,2823.051,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,14,12,22,1222,141222,12-December,1,0,1,0,0,10,1,1,1
1,1535515/22,38,130,10,134.431,1747.603,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,14,12,22,1222,141222,12-December,1,0,1,0,0,18,1,1,1
1,1535518/22,38,100,10,134.431,1344.31,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,14,12,22,1222,141222,12-December,1,0,1,0,0,0,2,1,1
9,1536363/22,51,2100,100,9.900001,207.900021,APÓSITO TRANSPARENTE ADHESIVO-24,14,12,22,1222,141222,12-December,0,1,1,0,0,18,1,2,1
41,1537238/22,43,10,5,437.02,874.04,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,14,12,22,1222,141222,12-December,1,0,0,1,0,15,27,3,0
18,1536228/22,9,1200,10,15.345,1841.4,APOSITO MALLADO C/ PARAFINA-38,14,12,22,1222,141222,12-December,1,0,1,0,0,13,1,1,1
25,1537882/22,11,200,10,53.68,1073.6,APOSITO DE FIBRAS DE POLIACRILATO-3,14,12,22,1222,141222,12-December,1,0,1,0,0,10,1,1,1
32,1536156/22,66,390,10,57.199643,2230.786077,APOSITO C/ CARBON Y PLATA-4,14,12,22,1222,141222,12-December,0,1,1,0,0,10,1,2,1
33,1533731/22,50,12,12,77.88,77.88,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,14,12,22,1222,141222,12-December,1,0,0,1,0,12,82,3,0
36,1536224/22,15,80,10,47.19,377.52,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,14,12,22,1222,141222,12-December,1,0,1,0,0,4,1,1,1
37,1535683/22,16,100,10,62.59,625.9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,14,12,22,1222,141222,12-December,1,0,0,1,0,14,38,3,0
45,1533383/22,56,4,1,165.0,660.0,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,14,12,22,1222,141222,12-December,1,0,0,1,0,11,152,3,0
45,1538748/22,56,2,1,165.0,330.0,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,14,12,22,1222,141222,12-December,1,0,0,1,0,3,90,3,0
46,1533383/22,55,4,1,154.0,616.0,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,14,12,22,1222,141222,12-December,1,0,0,1,0,11,152,3,0
7,27765/15,45,210,5,29.15,1224.3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,15,1,15,115,15115,1-January,1,0,1,0,0,10,1,1,1
9,28265/16,12,4000,400,44.0,440.0,APÓSITO TRANSPARENTE ADHESIVO-24,15,1,16,116,15116,1-January,1,0,1,0,0,18,1,0,1
7,28395/16,45,400,5,29.15,2332.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,15,1,16,116,15116,1-January,1,0,1,0,0,13,1,1,1
1,33192/18,38,30,10,102.802,308.406,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,1,18,118,15118,1-January,1,0,1,0,0,4,1,1,1
15,33238/18,37,60,5,5.24537,62.94444,HIDROGEL-37,15,1,18,118,15118,1-January,1,0,1,0,0,4,1,1,1
17,33522/18,54,200,10,16.5,330.0,APOSITO DE ESPUMA POLIURETANO-8,15,1,18,118,15118,1-January,0,1,1,0,0,10,1,2,1
26,33401/18,10,250,10,35.189001,879.725025,APOSITO MALLADO C/ PARAFINA-39,15,1,18,118,15118,1-January,0,1,1,0,0,10,1,2,1
6,37558/19,46,200,10,42.9,858.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,15,1,19,119,15119,1-January,1,0,1,0,0,10,1,1,1
8,36068/19,13,400,200,61.6,123.2,APÓSITO TRANSPARENTE ADHESIVO-20,15,1,19,119,15119,1-January,1,0,1,0,0,4,1,1,1
15,37554/19,37,260,5,5.24537,272.75924,HIDROGEL-37,15,1,19,119,15119,1-January,1,0,1,0,0,10,1,1,1
17,37612/19,54,180,60,99.0,297.0,APOSITO DE ESPUMA POLIURETANO-8,15,1,19,119,15119,1-January,0,1,1,0,0,10,1,2,1
19,37549/19,18,100,50,215.325,430.65,APOSITO DE ESPUMA POLIURETANO / SACRO-11,15,1,19,119,15119,1-January,1,0,1,0,0,10,1,1,1
20,37554/19,30,78,3,1.2828,33.3528,APOSITO DE HIDROCOLOIDE-9,15,1,19,119,15119,1-January,1,0,1,0,0,10,1,1,1
7,49777/20,45,355,5,26.950275,1913.469525,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,15,1,20,120,15120,1-January,0,1,1,0,0,18,1,2,1
20,49685/20,30,216,3,1.28271,92.35512,APOSITO DE HIDROCOLOIDE-9,15,1,20,120,15120,1-January,1,0,1,0,0,18,1,1,1
26,50144/20,10,270,10,35.189001,950.103027,APOSITO MALLADO C/ PARAFINA-39,15,1,20,120,15120,1-January,1,0,1,0,0,18,1,1,1
32,50097/20,66,180,10,61.40211,1105.23798,APOSITO C/ CARBON Y PLATA-4,15,1,20,120,15120,1-January,0,1,1,0,0,18,1,2,1
6,57321/21,46,100,10,42.349958,423.49958,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,15,1,21,121,15121,1-January,0,1,1,0,0,0,2,2,1
7,57321/21,45,200,100,527.9985,1055.997,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,15,1,21,121,15121,1-January,0,1,1,0,0,0,2,2,1
22,57278/21,36,120,10,12.87,154.44,APOSITO DE ALGINATO C/ PLATA-6,15,1,21,121,15121,1-January,0,1,1,0,0,10,1,2,1
25,57915/21,11,100,10,53.68,536.8,APOSITO DE FIBRAS DE POLIACRILATO-3,15,1,21,121,15121,1-January,0,1,1,0,0,10,1,2,1
25,57926/21,11,80,80,429.44,429.44,APOSITO DE FIBRAS DE POLIACRILATO-3,15,1,21,121,15121,1-January,0,1,1,0,0,0,2,2,1
34,57290/21,29,100,10,27.280155,272.80155,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,15,1,21,121,15121,1-January,0,1,1,0,0,0,2,2,1
35,57290/21,28,60,10,20.899808,125.398848,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,15,1,21,121,15121,1-January,0,1,1,0,0,0,2,2,1
36,57915/21,15,100,10,47.19,471.9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,15,1,21,121,15121,1-January,0,1,1,0,0,10,1,2,1
1,110093/16,38,80,10,102.803729,822.429832,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,2,16,216,15216,2-February,1,0,1,0,0,18,1,1,1
6,110135/16,46,150,10,42.9,643.5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,15,2,16,216,15216,2-February,1,0,1,0,0,10,1,1,1
9,110085/16,12,3200,400,44.0,352.0,APÓSITO TRANSPARENTE ADHESIVO-24,15,2,16,216,15216,2-February,1,0,1,0,0,18,1,0,1
7,110136/16,45,200,5,29.15,1166.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,15,2,16,216,15216,2-February,1,0,1,0,0,0,2,1,1
15,110138/16,37,30,5,5.24537,31.47222,HIDROGEL-37,15,2,16,216,15216,2-February,1,0,1,0,0,6,1,1,1
15,110134/16,37,360,5,5.24537,377.66664,HIDROGEL-37,15,2,16,216,15216,2-February,1,0,1,0,0,10,1,1,1
31,110135/16,17,70,5,14.85,207.9,APOSITO DE HIDROCOLOIDE-7,15,2,16,216,15216,2-February,1,0,1,0,0,10,1,1,1
21,110184/16,21,2000,1000,10.461204,20.922408,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,15,2,16,216,15216,2-February,1,0,1,0,0,4,1,1,1
25,110204/16,11,330,10,53.9,1778.7,APOSITO DE FIBRAS DE POLIACRILATO-3,15,2,16,216,15216,2-February,1,0,1,0,0,10,1,1,1
26,110205/16,10,300,10,35.2,1056.0,APOSITO MALLADO C/ PARAFINA-39,15,2,16,216,15216,2-February,1,0,1,0,0,18,1,1,1
27,110136/16,47,200,10,20.9,418.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,15,2,16,216,15216,2-February,1,0,1,0,0,0,2,1,1
0,127260/17,39,10,1,9.9,99.0,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,15,2,17,217,15217,2-February,1,0,0,1,0,18,105,3,0
4,126420/17,22,500,50,354.754125,3547.54125,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,15,2,17,217,15217,2-February,0,1,1,0,0,10,1,2,1
10,127210/17,20,50,5,13.497,134.97,APOSITO DE HIDROCOLOIDE C/ PLATA-2,15,2,17,217,15217,2-February,1,0,0,1,0,0,55,3,0
15,126151/17,37,45,5,5.24537,47.20833,HIDROGEL-37,15,2,17,217,15217,2-February,1,0,1,0,0,6,1,1,1
15,126152/17,37,400,5,5.24537,419.6296,HIDROGEL-37,15,2,17,217,15217,2-February,1,0,1,0,0,10,1,1,1
25,126308/17,11,330,10,53.888999,1778.336967,APOSITO DE FIBRAS DE POLIACRILATO-3,15,2,17,217,15217,2-February,0,1,1,0,0,6,1,2,1
26,126310/17,10,120,10,35.189001,422.268012,APOSITO MALLADO C/ PARAFINA-39,15,2,17,217,15217,2-February,0,1,1,0,0,10,1,2,1
17,139292/18,54,200,10,16.5,330.0,APOSITO DE ESPUMA POLIURETANO-8,15,2,18,218,15218,2-February,0,1,1,0,0,10,1,2,1
1,146511/19,38,110,10,102.802,1130.822,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,2,19,219,15219,2-February,1,0,1,0,0,10,1,1,1
13,148300/19,1,700,350,577.5,1155.0,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,15,2,19,219,15219,2-February,0,1,0,1,0,11,118,3,0
20,146581/19,30,231,3,1.28271,98.76867,APOSITO DE HIDROCOLOIDE-9,15,2,19,219,15219,2-February,1,0,1,0,0,18,1,1,1
36,146892/19,15,100,10,47.3,473.0,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,15,2,19,219,15219,2-February,1,0,1,0,0,10,1,1,1
0,168517/21,39,2,1,9.9,19.8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,15,2,21,221,15221,2-February,1,0,0,1,0,11,112,3,0
1,169302/21,38,140,10,102.802,1439.228,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,2,21,221,15221,2-February,1,0,1,0,0,18,1,1,1
6,170026/21,46,200,10,42.349958,846.99916,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,15,2,21,221,15221,2-February,0,1,1,0,0,10,1,2,1
7,169344/21,45,380,5,26.399925,2006.3943,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,15,2,21,221,15221,2-February,0,1,1,0,0,18,1,2,1
23,169333/21,27,40,5,5.6529,45.2232,APOSITO DE HIDROCOLOIDE-3,15,2,21,221,15221,2-February,0,1,1,0,0,18,1,2,1
15,169597/21,58,410,10,7.7055,315.9255,HIDROGEL-37,15,2,21,221,15221,2-February,0,1,1,0,0,10,1,2,1
18,170016/21,9,120,10,15.345,184.14,APOSITO MALLADO C/ PARAFINA-38,15,2,21,221,15221,2-February,0,1,1,0,0,10,1,2,1
25,169447/21,11,100,10,53.68,536.8,APOSITO DE FIBRAS DE POLIACRILATO-3,15,2,21,221,15221,2-February,0,1,1,0,0,18,1,2,1
25,170016/21,11,110,10,53.68,590.48,APOSITO DE FIBRAS DE POLIACRILATO-3,15,2,21,221,15221,2-February,0,1,1,0,0,10,1,2,1
27,170096/21,47,1000,10,18.59,1859.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,15,2,21,221,15221,2-February,0,1,1,0,0,13,1,2,1
32,169418/21,66,150,10,57.199643,857.994645,APOSITO C/ CARBON Y PLATA-4,15,2,21,221,15221,2-February,0,1,1,0,0,18,1,2,1
1,177273/22,38,120,10,107.25,1287.0,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,2,22,222,15222,2-February,1,0,1,0,0,10,1,1,1
5,178588/22,40,50,5,12.1,121.0,APOSITO DE HIDROFIBRA  / CINTA-18,15,2,22,222,15222,2-February,1,0,0,1,0,18,178,3,0
14,177557/22,19,1200,300,766.128,3064.512,APOSITO C/ CARBON Y PLATA-6,15,2,22,222,15222,2-February,0,1,1,0,0,13,1,2,1
15,178512/22,58,300,10,7.7055,231.165,HIDROGEL-37,15,2,22,222,15222,2-February,0,1,1,0,0,13,1,2,1
16,178773/22,23,70,70,227.15154,227.15154,APOSITO MALLADO C/ SILICONA-0,15,2,22,222,15222,2-February,0,1,1,0,0,0,2,2,1
20,177415/22,30,72,3,0.989571,23.749704,APOSITO DE HIDROCOLOIDE-9,15,2,22,222,15222,2-February,0,1,1,0,0,10,1,2,1
27,177481/22,47,1000,10,18.59,1859.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,15,2,22,222,15222,2-February,0,1,1,0,0,13,1,2,1
33,178321/22,67,12,12,77.88,77.88,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,15,2,22,222,15222,2-February,1,0,0,1,0,12,135,3,0
1,184608/23,38,80,10,134.431,1075.448,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,2,23,223,15223,2-February,1,0,1,0,0,4,1,1,1
6,185829/23,46,410,10,42.349958,1736.348278,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,15,2,23,223,15223,2-February,1,0,1,0,0,10,1,1,1
7,185829/23,45,400,100,527.9985,2111.994,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,15,2,23,223,15223,2-February,1,0,1,0,0,10,1,1,1
5,184163/23,40,25,5,12.1,60.5,APOSITO DE HIDROFIBRA  / CINTA-18,15,2,23,223,15223,2-February,1,0,0,1,0,12,123,3,0
11,184699/23,34,1280,640,73.92,147.84,APÓSITO ABSORBENTE C/ ADHESIVO-22,15,2,23,223,15223,2-February,1,0,1,0,0,4,1,1,1
12,184699/23,0,560,560,97.944,97.944,APÓSITO ABSORBENTE C/ ADHESIVO-23,15,2,23,223,15223,2-February,1,0,1,0,0,4,1,1,1
12,185888/23,0,560,560,97.944,97.944,APÓSITO ABSORBENTE C/ ADHESIVO-23,15,2,23,223,15223,2-February,1,0,1,0,0,10,1,1,1
14,185852/23,19,1200,300,766.128,3064.512,APOSITO C/ CARBON Y PLATA-6,15,2,23,223,15223,2-February,0,1,1,0,0,13,1,2,1
15,185039/23,58,100,10,7.7055,77.055,HIDROGEL-37,15,2,23,223,15223,2-February,0,1,1,0,0,0,2,2,1
20,185794/23,30,285,3,0.989571,94.009245,APOSITO DE HIDROCOLOIDE-9,15,2,23,223,15223,2-February,0,1,1,0,0,10,1,2,1
27,185044/23,47,200,10,18.59,371.8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,15,2,23,223,15223,2-February,1,0,1,0,0,0,2,1,1
27,185829/23,47,870,10,18.59,1617.33,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,15,2,23,223,15223,2-February,1,0,1,0,0,10,1,1,1
34,185794/23,29,310,10,27.280155,845.684805,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,15,2,23,223,15223,2-February,0,1,1,0,0,10,1,2,1
34,184690/23,29,50,10,27.280155,136.400775,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,15,2,23,223,15223,2-February,0,1,1,0,0,18,1,2,1
44,184157/23,48,2,1,111.1022,222.2044,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,15,2,23,223,15223,2-February,1,0,0,1,0,11,136,3,0
5,186655/16,40,5,5,12.1,12.1,APOSITO DE HIDROFIBRA  / CINTA-18,15,3,16,316,15316,3-March,1,0,0,1,0,11,113,3,0
15,185738/16,37,250,5,5.24537,262.2685,HIDROGEL-37,15,3,16,316,15316,3-March,1,0,1,0,0,10,1,1,1
23,185738/16,25,250,5,8.250039,412.50195,APOSITO DE HIDROCOLOIDE-3,15,3,16,316,15316,3-March,1,0,1,0,0,10,1,1,1
0,200891/17,39,5,1,9.9,49.5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,15,3,17,317,15317,3-March,1,0,0,1,0,18,172,3,0
0,199020/17,39,4,1,9.9,39.6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,15,3,17,317,15317,3-March,1,0,0,1,0,14,32,3,0
1,200174/17,38,60,10,102.802,616.812,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,3,17,317,15317,3-March,0,1,1,0,0,0,2,2,1
1,200175/17,38,60,10,102.802,616.812,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,3,17,317,15317,3-March,0,1,1,0,0,18,1,2,1
26,200471/17,10,150,10,35.189001,527.835015,APOSITO MALLADO C/ PARAFINA-39,15,3,17,317,15317,3-March,0,1,1,0,0,6,1,2,1
1,228172/18,38,80,10,102.802,822.416,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,15,3,18,318,15318,3-March,1,0,1,0,0,0,2,1,1
7,232928/18,45,220,5,26.950275,1185.8121,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,15,3,18,318,15318,3-March,0,1,1,0,0,10,1,2,1
20,228224/18,30,882,3,1.8513,544.2822,APOSITO DE HIDROCOLOIDE-9,15,3,18,318,15318,3-March,1,0,1,0,0,0,2,1,1
30,228465/18,14,40,10,132.0,528.0,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,15,3,18,318,15318,3-March,1,0,1,0,0,0,2,1,1
